OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area,GEOID_Data
1,06,025,940000,3,060259400003,Block Group 3,G5030,S,12266417,680361,+32.7424027,-114.6675664,0.29775956464486664,0.0012455923459801638,15000US060259400003
2,06,025,010800,2,060250108002,Block Group 2,G5030,S,59331725,0,+32.7658550,-115.3923892,0.35406357204905325,0.005709763058407906,15000US060250108002
3,06,025,010800,1,060250108001,Block Group 1,G5030,S,230656791,0,+32.8363463,-115.3514134,0.8910998097938663,0.022214425186825138,15000US060250108001
4,06,025,011100,3,060250111003,Block Group 3,G5030,S,1209336,0,+32.7932442,-115.6903925,0.06250256626037691,0.00011641473309257001,15000US060250111003
5,06,073,010013,2,060730100132,Block Group 2,G5030,S,404606,0,+32.5564082,-117.0507980,0.03121501016936461,3.884768896774268e-5,15000US060730100132
6,06,037,310400,3,060373104003,Block Group 3,G5030,S,764102,0,+34.2035192,-118.3401897,0.043454630499654257,7.474054485215857e-5,15000US060373104003
7,06,031,000701,4,060310007014,Block Group 4,G5030,S,741332,0,+36.3603251,-119.6314511,0.04375913444579513,7.443536149521063e-5,15000US060310007014
8,06,031,000300,2,060310003002,Block Group 2,G5030,S,2266983,0,+36.2590989,-119.8902902,0.08756782989241926,0.00022733412275886727,15000US060310003002
9,06,031,000200,2,060310002002,Block Group 2,G5030,S,100173206,30840,+36.3348381,-119.8822495,0.5500859723873965,0.01005818524288343,15000US060310002002
10,06,059,086502,3,060590865023,Block Group 3,G5030,S,290933,0,+33.8454718,-117.9094315,0.023153996889291813,2.8339891672972276e-5,15000US060590865023
11,06,037,651002,4,060376510024,Block Group 4,G5030,S,246669,0,+33.8083636,-118.3239442,0.022026628207962303,2.4018013750063984e-5,15000US060376510024
12,06,037,651101,1,060376511011,Block Group 1,G5030,S,871365,0,+33.8183814,-118.3326885,0.04256917798518445,8.485374567269802e-5,15000US060376511011
13,06,059,099402,3,060590994023,Block Group 3,G5030,S,1299934,0,+33.7082565,-118.0021699,0.046842687720314885,0.00012642842969299298,15000US060590994023
14,06,059,099509,4,060590995094,Block Group 4,G5030,S,274249,0,+33.7732462,-118.0884280,0.04745842391939947,2.6692970248101894e-5,15000US060590995094
15,06,037,651101,2,060376511012,Block Group 2,G5030,S,4702741,2404,+33.8078567,-118.3379141,0.10826014539021063,0.00045812656529192774,15000US060376511012
16,06,037,651201,1,060376512011,Block Group 1,G5030,S,275367,0,+33.8215124,-118.3613471,0.047134693393883334,2.6815742689332383e-5,15000US060376512011
17,06,037,651201,2,060376512012,Block Group 2,G5030,S,486265,0,+33.8173895,-118.3692016,0.033254753432572524,4.735214278260835e-5,15000US060376512012
18,06,037,651201,4,060376512014,Block Group 4,G5030,S,329962,0,+33.8234527,-118.3722732,0.024779494992470924,3.213386363105521e-5,15000US060376512014
19,06,037,651221,1,060376512211,Block Group 1,G5030,S,696232,0,+33.8218914,-118.3550066,0.033912043643739946,6.780221013066333e-5,15000US060376512211
20,06,073,010103,3,060730101033,Block Group 3,G5030,S,397184,0,+32.5798625,-117.1013027,0.02932397182253599,3.814470233368673e-5,15000US060730101033
21,06,073,010104,2,060730101042,Block Group 2,G5030,S,657709,0,+32.5728369,-117.0970686,0.03195412434231131,6.316034583416309e-5,15000US060730101042
22,06,073,010103,2,060730101032,Block Group 2,G5030,S,466481,0,+32.5804618,-117.0958427,0.028251866685555474,4.4800487983690394e-5,15000US060730101032
23,06,073,010106,1,060730101061,Block Group 1,G5030,S,736442,0,+32.5724954,-117.0705189,0.03499651341444881,7.072088115175654e-5,15000US060730101061
24,06,029,005802,2,060290058022,Block Group 2,G5030,S,1412337,0,+34.8568281,-118.1668952,0.0483151317123134,0.0001392157126422766,15000US060290058022
25,06,071,009714,2,060710097142,Block Group 2,G5030,S,2780052,0,+34.5250438,-117.2038520,0.0924677656635134,0.00027295731216987464,15000US060710097142
26,06,071,009714,3,060710097143,Block Group 3,G5030,S,2413388,0,+34.5136368,-117.1995662,0.08079156684289071,0.0002369252360996683,15000US060710097143
27,06,071,009715,1,060710097151,Block Group 1,G5030,S,1942975,0,+34.5336362,-117.2586546,0.06753975938436685,0.0001907887650463673,15000US060710097151
28,06,071,009715,2,060710097152,Block Group 2,G5030,S,2953222,0,+34.5288119,-117.2398894,0.07653636001128662,0.00028997237367133096,15000US060710097152
29,06,071,009715,3,060710097153,Block Group 3,G5030,S,1927569,0,+34.5113959,-117.2392032,0.06671709148005704,0.0001892263959295498,15000US060710097153
30,06,071,010021,3,060710100213,Block Group 3,G5030,S,2444963,0,+34.4018085,-117.2724704,0.06645263602835462,0.0002397092452074276,15000US060710100213
31,06,071,010022,1,060710100221,Block Group 1,G5030,S,2993623,0,+34.4078512,-117.2494174,0.08092748668890054,0.0002935217034367574,15000US060710100221
32,06,029,005900,1,060290059001,Block Group 1,G5030,S,7888418,196196,+35.0386076,-118.1548487,0.12849542784585458,0.0007985906808423103,15000US060290059001
33,06,029,005900,2,060290059002,Block Group 2,G5030,S,19557801,0,+35.0640012,-118.1534381,0.1865034265537688,0.0019326323452072646,15000US060290059002
34,06,029,005900,3,060290059003,Block Group 3,G5030,S,21491323,5583,+35.0508471,-118.1924115,0.21245870677630183,0.0021239247947727985,15000US060290059003
35,06,029,006100,1,060290061001,Block Group 1,G5030,S,1823793,0,+35.1292607,-118.4586177,0.05925144320592343,0.0001803619006048663,15000US060290061001
36,06,071,007305,1,060710073051,Block Group 1,G5030,S,814451,0,+34.0594077,-117.2491271,0.036390885643419434,7.953234290303931e-5,15000US060710073051
37,06,029,006100,2,060290061002,Block Group 2,G5030,S,2619921,27394,+35.1182451,-118.4581216,0.06488413915526825,0.0002617650238057344,15000US060290061002
38,06,029,006100,3,060290061003,Block Group 3,G5030,S,6707567,9317,+35.1188116,-118.4311775,0.12124074077154488,0.0006641777434086334,15000US060290061003
39,06,029,006100,4,060290061004,Block Group 4,G5030,S,3995883,186674,+35.1358914,-118.4400612,0.1334352378365549,0.00041365543008536676,15000US060290061004
40,06,029,006201,1,060290062011,Block Group 1,G5030,S,89198144,59978,+35.2620354,-118.9369122,0.6793644107855698,0.008840810083493574,15000US060290062011
41,06,029,006301,2,060290063012,Block Group 2,G5030,S,9038817,0,+35.2249879,-118.8222873,0.13005117806370606,0.0008949197412866219,15000US060290063012
42,06,029,006303,1,060290063031,Block Group 1,G5030,S,3334030,0,+35.2024379,-118.8483751,0.08313873196922236,0.00033000805392053765,15000US060290063031
43,06,029,006304,2,060290063042,Block Group 2,G5030,S,330024,0,+35.2072729,-118.8286903,0.025229623892355592,3.266803325983087e-5,15000US060290063042
44,06,029,005004,3,060290050043,Block Group 3,G5030,S,644943,0,+35.7668529,-119.2320843,0.042892488668703384,6.427943392179085e-5,15000US060290050043
45,06,029,006401,1,060290064011,Block Group 1,G5030,S,5057009,47099,+35.2746585,-118.9177558,0.10002732660871914,0.0005056527912692955,15000US060290064011
46,06,059,099509,2,060590995092,Block Group 2,G5030,S,286606,0,+33.7684777,-118.0822820,0.021521633328853023,2.7893955990623014e-5,15000US060590995092
47,06,059,099509,5,060590995095,Block Group 5,G5030,S,172435,0,+33.7717861,-118.0852110,0.01778029856366672,1.6782683704112117e-5,15000US060590995095
48,06,059,099511,3,060590995113,Block Group 3,G5030,S,121322,0,+33.7410222,-118.1061177,0.016567463560541465,1.1803845297118904e-5,15000US060590995113
49,06,019,006900,3,060190069003,Block Group 3,G5030,S,31061158,0,+36.6509091,-119.5329957,0.29449400918794627,0.003130314079428469,15000US060190069003
50,06,019,007700,3,060190077003,Block Group 3,G5030,S,1588021,0,+36.4259124,-119.8506404,0.05754050048217408,0.00015958271220970478,15000US060190077003
51,06,019,008402,2,060190084022,Block Group 2,G5030,S,352992795,1990279,+36.8424528,-120.6902072,1.0467189801525933,0.03586133349790927,15000US060190084022
52,06,019,001303,1,060190013031,Block Group 1,G5030,S,279848,0,+36.7254823,-119.7613953,0.021627761697396324,2.822966253610252e-5,15000US060190013031
53,06,019,002000,4,060190020004,Block Group 4,G5030,S,954721,0,+36.7519363,-119.8399017,0.03958164033866341,9.634014138929124e-5,15000US060190020004
54,06,019,004802,2,060190048022,Block Group 2,G5030,S,320967,0,+36.7811453,-119.8220322,0.0251562950524385,3.240081328361945e-5,15000US060190048022
55,06,019,005403,2,060190054032,Block Group 2,G5030,S,232190,0,+36.8140601,-119.7689373,0.02075462127413453,2.344875835916192e-5,15000US060190054032
56,06,019,003103,3,060190031033,Block Group 3,G5030,S,306588,0,+36.7977483,-119.7294774,0.02303715605468911,3.095585120294524e-5,15000US060190031033
57,06,019,000200,2,060190002002,Block Group 2,G5030,S,312973,0,+36.7300813,-119.8060188,0.031796448737296416,3.157273826247301e-5,15000US060190002002
58,06,029,006401,5,060290064015,Block Group 5,G5030,S,299569,0,+35.2653789,-118.9098188,0.024751809935686486,2.9674659082984665e-5,15000US060290064015
59,06,083,000301,3,060830003013,Block Group 3,G5030,S,147922,0,+34.4264397,-119.7125415,0.015643711488344505,1.4506782022904976e-5,15000US060830003013
60,06,029,001102,2,060290011022,Block Group 2,G5030,S,263815,0,+35.3671690,-118.9447514,0.023913593783134856,2.6165594779936976e-5,15000US060290011022
61,06,029,001902,2,060290019022,Block Group 2,G5030,S,312293,0,+35.3606314,-119.0224026,0.023572566788834685,3.097059180337095e-5,15000US060290019022
62,06,029,002000,1,060290020001,Block Group 1,G5030,S,434334,0,+35.3659265,-119.0078169,0.029321705741377657,4.307618709916315e-5,15000US060290020001
63,06,029,003810,1,060290038101,Block Group 1,G5030,S,1290592,0,+35.3762532,-119.1411492,0.046832160021901714,0.00012801445483724526,15000US060290038101
64,06,029,005104,2,060290051042,Block Group 2,G5030,S,57967021,858380,+35.4611925,-118.8401854,0.4477845712543609,0.005840552541357742,15000US060290051042
65,06,083,000302,1,060830003021,Block Group 1,G5030,S,222231,0,+34.4324872,-119.7208484,0.018958124460952713,2.179590094800872e-5,15000US060830003021
66,06,083,000302,2,060830003022,Block Group 2,G5030,S,148459,0,+34.4301444,-119.7176500,0.015829943188871844,1.4560020858432523e-5,15000US060830003022
67,06,083,000302,5,060830003025,Block Group 5,G5030,S,145767,0,+34.4271133,-119.7209908,0.015676069865691648,1.4295623472142814e-5,15000US060830003025
68,06,083,000804,5,060830008045,Block Group 5,G5030,S,190291,0,+34.4229193,-119.6729676,0.01824722398317718,1.8661209701570703e-5,15000US060830008045
69,06,065,044924,2,060650449242,Block Group 2,G5030,S,644022,0,+33.8341084,-116.4625436,0.031848086391033786,6.272649162237487e-5,15000US060650449242
70,06,065,044923,2,060650449232,Block Group 2,G5030,S,637168,0,+33.8413507,-116.4626319,0.031678312345690164,6.206411021040788e-5,15000US060650449232
71,06,019,000200,3,060190002003,Block Group 3,G5030,S,404369,0,+36.7341075,-119.8101664,0.031075676767477103,4.0795217124202425e-5,15000US060190002003
72,06,019,007600,1,060190076001,Block Group 1,G5030,S,68455200,0,+36.6459501,-119.9078638,0.39926436481542865,0.006898414981277323,15000US060190076001
73,06,019,007600,3,060190076003,Block Group 3,G5030,S,49271435,0,+36.5799997,-119.9042796,0.332115623212245,0.004961043845475549,15000US060190076003
74,06,019,007600,4,060190076004,Block Group 4,G5030,S,31073859,0,+36.5979387,-119.8088350,0.23082973280190314,0.0031294800925107075,15000US060190076004
75,06,085,505403,1,060855054031,Block Group 1,G5030,S,481736,0,+37.3424037,-121.9805218,0.032312092557001994,4.898458597485304e-5,15000US060855054031
76,06,085,505403,2,060855054032,Block Group 2,G5030,S,382254,0,+37.3417076,-121.9857732,0.02905984493486848,3.8868756625363865e-5,15000US060855054032
77,06,085,505403,3,060855054033,Block Group 3,G5030,S,520589,0,+37.3412915,-121.9919469,0.03149234928008882,5.2934913055384756e-5,15000US060855054033
78,06,085,505500,1,060855055001,Block Group 1,G5030,S,417206,0,+37.3473269,-121.9564734,0.030820592583225837,4.242565416537472e-5,15000US060855055001
79,06,085,506802,3,060855068023,Block Group 3,G5030,S,304071,0,+37.2449483,-121.9334540,0.030465695287355137,3.087974560552561e-5,15000US060855068023
80,06,085,506803,3,060855068033,Block Group 3,G5030,S,685437,0,+37.2436356,-121.9096776,0.037611896682280675,6.960800848368735e-5,15000US060855068033
81,06,085,506803,2,060855068032,Block Group 2,G5030,S,639374,0,+37.2401095,-121.9180857,0.033850676392843414,6.492709967162607e-5,15000US060855068032
82,06,085,506804,1,060855068041,Block Group 1,G5030,S,292360,0,+37.2409616,-121.9424002,0.03233905004846932,2.968880058946797e-5,15000US060855068041
83,06,085,506804,2,060855068042,Block Group 2,G5030,S,505232,0,+37.2394513,-121.9378438,0.03976680056395131,5.130494051682891e-5,15000US060855068042
84,06,085,507500,3,060855075003,Block Group 3,G5030,S,860822,0,+37.2822254,-122.0250051,0.052317091923178495,8.746299732446117e-5,15000US060855075003
85,06,085,508101,1,060855081011,Block Group 1,G5030,S,855283,0,+37.3278551,-122.0190867,0.03887957382385403,8.695173555689763e-5,15000US060855081011
86,06,085,508101,3,060855081013,Block Group 3,G5030,S,765388,0,+37.3353923,-122.0220051,0.047953738946598,7.78204943677778e-5,15000US060855081013
87,06,037,216401,1,060372164011,Block Group 1,G5030,S,190470,0,+34.0564748,-118.3777511,0.018152673418004202,1.8598914323690704e-5,15000US060372164011
88,06,037,216401,2,060372164012,Block Group 2,G5030,S,219502,0,+34.0568762,-118.3814723,0.01857119406802383,2.1434214745258758e-5,15000US060372164012
89,06,037,216402,1,060372164021,Block Group 1,G5030,S,109478,0,+34.0611548,-118.3787955,0.013192934987675379,1.0690888855843215e-5,15000US060372164021
90,06,037,577300,4,060375773004,Block Group 4,G5030,S,172359,0,+33.7596065,-118.1371204,0.018912789207532008,1.6773052420150188e-5,15000US060375773004
91,06,067,009314,3,060670093143,Block Group 3,G5030,S,2594348,0,+38.4308148,-121.3624327,0.06583006481051923,0.000267665588478964,15000US060670093143
92,06,067,009325,1,060670093251,Block Group 1,G5030,S,46681280,112446,+38.4096072,-121.2946333,0.42027823707001416,0.004827029230074107,15000US060670093251
93,06,037,576802,1,060375768021,Block Group 1,G5030,S,244133,0,+33.7735209,-118.1578586,0.02038215162301347,2.3761598835735202e-5,15000US060375768021
94,06,067,009900,4,060670099004,Block Group 4,G5030,S,81820860,5320566,+38.3317437,-121.4915423,0.631770646351116,0.008979601653279552,15000US060670099004
95,06,037,574400,6,060375744006,Block Group 6,G5030,S,265075,0,+33.8082434,-118.1051676,0.022400463540605074,2.5810120393038666e-5,15000US060375744006
96,06,037,575300,3,060375753003,Block Group 3,G5030,S,197606,0,+33.7876210,-118.1870916,0.01865643915667415,1.9236143405943445e-5,15000US060375753003
97,06,037,572302,3,060375723023,Block Group 3,G5030,S,283909,0,+33.8148878,-118.2134283,0.02324246781484528,2.76461640110305e-5,15000US060375723023
98,06,037,500100,2,060375001002,Block Group 2,G5030,S,2162282,1448,+33.9510300,-117.9519989,0.09622130001817981,0.0002110313207309905,15000US060375001002
99,06,067,000800,2,060670008002,Block Group 2,G5030,S,157351,0,+38.5756438,-121.5014066,0.017480370496852665,1.6266325203797417e-5,15000US060670008002
100,06,037,502401,1,060375024011,Block Group 1,G5030,S,289115,0,+33.9797472,-118.0947091,0.023198070956261845,2.820658635768792e-5,15000US060375024011
101,06,085,508102,1,060855081021,Block Group 1,G5030,S,2720163,0,+37.3303279,-122.0049181,0.0681559312552999,0.0002765527507638446,15000US060855081021
102,06,085,508202,1,060855082021,Block Group 1,G5030,S,717371,0,+37.3485757,-122.0086504,0.03753760936782226,7.295089879575977e-5,15000US060855082021
103,06,085,508202,2,060855082022,Block Group 2,G5030,S,512553,0,+37.3488602,-121.9996895,0.03181033778403608,5.2122711634199356e-5,15000US060855082022
104,06,085,508202,3,060855082023,Block Group 3,G5030,S,383625,0,+37.3426091,-121.9992492,0.02612313325617727,3.900859136302597e-5,15000US060855082023
105,06,085,505500,2,060855055002,Block Group 2,G5030,S,409540,0,+37.3440670,-121.9651845,0.029197891752350217,4.1644323150833644e-5,15000US060855055002
106,06,037,571800,3,060375718003,Block Group 3,G5030,S,321768,0,+33.8301199,-118.1879377,0.024934232837130043,3.133815181964696e-5,15000US060375718003
107,06,085,505600,3,060855056003,Block Group 3,G5030,S,338569,0,+37.3476935,-121.9453134,0.026541950070905786,3.442941492248972e-5,15000US060855056003
108,06,085,505700,1,060855057001,Block Group 1,G5030,S,209897,0,+37.3500721,-121.9532262,0.02344631265171922,2.1345398526798198e-5,15000US060855057001
109,06,085,505700,2,060855057002,Block Group 2,G5030,S,277479,0,+37.3450413,-121.9499684,0.02547269597296704,2.821623519659817e-5,15000US060855057002
110,06,085,505700,3,060855057003,Block Group 3,G5030,S,473642,0,+37.3415555,-121.9369530,0.03277439828865944,4.816123438781475e-5,15000US060855057003
111,06,085,506900,1,060855069001,Block Group 1,G5030,S,382229,0,+37.2305884,-121.9069281,0.028221883129285544,3.880968278423575e-5,15000US060855069001
112,06,029,004401,1,060290044011,Block Group 1,G5030,S,972956,0,+35.5894437,-119.3430235,0.051243163912209906,9.675964269554289e-5,15000US060290044011
113,06,029,004401,3,060290044013,Block Group 3,G5030,S,1296996,0,+35.5942846,-119.3537109,0.04681103798426572,0.00012899317200291768,15000US060290044013
114,06,029,004402,1,060290044021,Block Group 1,G5030,S,1197153,0,+35.5954027,-119.3328773,0.04743575611534983,0.00011906472771777243,15000US060290044021
115,06,029,004500,1,060290045001,Block Group 1,G5030,S,11038241,240762,+35.6197154,-119.7011874,0.1660463542589832,0.001122106792228653,15000US060290045001
116,06,029,004500,2,060290045002,Block Group 2,G5030,S,2325006606,8195860,+35.6497752,-119.7746623,2.560048399613158,0.23220224518197535,15000US060290045002
117,06,113,010505,2,061130105052,Block Group 2,G5030,S,76227386,1022924,+38.6171970,-121.6724596,0.5194575804809192,0.007988794596133645,15000US061130105052
118,06,113,011300,2,061130113002,Block Group 2,G5030,S,74912347,0,+38.5743187,-121.9094516,0.3857864238460952,0.007744060843022678,15000US061130113002
119,06,113,011206,1,061130112061,Block Group 1,G5030,S,92709558,651676,+38.6986923,-121.6994618,0.5146971202179069,0.009669313481667632,15000US061130112061
120,06,113,010509,2,061130105092,Block Group 2,G5030,S,621558,0,+38.5649366,-121.7481908,0.033729504827733875,6.424510737478885e-5,15000US061130105092
121,06,113,010501,1,061130105011,Block Group 1,G5030,S,11369653,0,+38.5375307,-121.7906222,0.19390315152630863,0.0011747459524585593,15000US061130105011
122,06,087,110700,2,060871107002,Block Group 2,G5030,S,1618078,0,+36.9380245,-121.8016886,0.05876898998509827,0.0001636701156754889,15000US060871107002
123,06,085,507500,4,060855075004,Block Group 4,G5030,S,863798,0,+37.2748977,-122.0163741,0.048666650293277894,8.775690681639829e-5,15000US060855075004
124,06,037,620702,1,060376207021,Block Group 1,G5030,S,129372,0,+33.8598731,-118.3842694,0.02036975356034224,1.2604316031557889e-5,15000US060376207021
125,06,109,005201,2,061090052012,Block Group 2,G5030,S,256072840,36764543,+37.7606920,-120.3919819,1.1017161664254937,0.029935190485853302,15000US061090052012
126,06,109,985202,1,061099852021,Block Group 1,G5030,S,726702,0,+37.8919388,-120.5370715,0.03414921536098697,7.44325368959703e-5,15000US061099852021
127,06,037,570502,1,060375705021,Block Group 1,G5030,S,242826,0,+33.8719176,-118.1708344,0.0195804420634002,2.366093953808826e-5,15000US060375705021
128,06,037,542200,2,060375422002,Block Group 2,G5030,S,468345,0,+33.8852032,-118.2028700,0.027503499125214752,4.5642937959477524e-5,15000US060375422002
129,06,037,554201,2,060375542012,Block Group 2,G5030,S,298666,0,+33.8846127,-118.1382730,0.024099506209312185,2.910638335824252e-5,15000US060375542012
130,06,037,571101,1,060375711011,Block Group 1,G5030,S,176991,0,+33.8450978,-118.1099493,0.01667639752163623,1.724082286347551e-5,15000US060375711011
131,06,037,602600,5,060376026005,Block Group 5,G5030,S,169786,0,+33.9112730,-118.3207813,0.017475035746395414,1.6551467674844626e-5,15000US060376026005
132,06,037,504001,1,060375040011,Block Group 1,G5030,S,341114,0,+33.9147380,-118.0162140,0.02623701840772536,3.325481526128493e-5,15000US060375040011
133,06,067,007017,2,060670070172,Block Group 2,G5030,S,499859,38457,+38.6253313,-121.5243453,0.037870385675625076,5.568784094656315e-5,15000US060670070172
134,06,037,602200,1,060376022001,Block Group 1,G5030,S,605927,0,+33.9271828,-118.3688850,0.040748720247355215,5.907937239434142e-5,15000US060376022001
135,06,067,008506,2,060670085062,Block Group 2,G5030,S,533488,584,+38.6721932,-121.1434269,0.04240006835341882,5.5284194032604e-5,15000US060670085062
136,06,037,553300,2,060375533002,Block Group 2,G5030,S,341132,0,+33.9009119,-118.1403262,0.02550487232593724,3.325104922520845e-5,15000US060375533002
137,06,085,505700,4,060855057004,Block Group 4,G5030,S,651228,0,+37.3409941,-121.9445411,0.037300066450751894,6.621820859706498e-5,15000US060855057004
138,06,085,505800,1,060855058001,Block Group 1,G5030,S,332854,0,+37.3350863,-121.9377589,0.03853860636323579,3.3842674463211666e-5,15000US060855058001
139,06,085,505800,2,060855058002,Block Group 2,G5030,S,642983,0,+37.3267756,-121.9454655,0.03319038022312654,6.536747368229152e-5,15000US060855058002
140,06,115,040901,2,061150409012,Block Group 2,G5030,S,64485746,0,+39.1055046,-121.4867626,0.4058664441806654,0.006715344397596711,15000US061150409012
141,06,115,040600,2,061150406002,Block Group 2,G5030,S,698422,0,+39.0876109,-121.5472265,0.03437613027944187,7.271338420384493e-5,15000US061150406002
142,06,067,008134,3,060670081343,Block Group 3,G5030,S,410670,0,+38.6698438,-121.3215877,0.03036551728657728,4.25088749805874e-5,15000US060670081343
143,06,085,506900,2,060855069002,Block Group 2,G5030,S,810645,0,+37.2339550,-121.9145957,0.052954808744713706,8.23127230646794e-5,15000US060855069002
144,06,037,482002,2,060374820022,Block Group 2,G5030,S,521174,0,+34.0454075,-118.1457055,0.055741300070733274,5.088421992569287e-5,15000US060374820022
145,06,037,482101,1,060374821011,Block Group 1,G5030,S,226213,0,+34.0589216,-118.1291658,0.02242541313876547,2.2089779917145597e-5,15000US060374821011
146,06,037,482101,2,060374821012,Block Group 2,G5030,S,319795,0,+34.0599629,-118.1403739,0.030679404005958998,3.122870083874419e-5,15000US060374821012
147,06,037,482101,3,060374821013,Block Group 3,G5030,S,606240,0,+34.0580438,-118.1350755,0.03817518328931799,5.919931143165214e-5,15000US060374821013
148,06,037,482102,1,060374821021,Block Group 1,G5030,S,716368,0,+34.0504032,-118.1312373,0.03934743374082404,6.994710231274322e-5,15000US060374821021
149,06,037,482102,2,060374821022,Block Group 2,G5030,S,381648,0,+34.0511392,-118.1359357,0.03277941487703527,3.7265094710658915e-5,15000US060374821022
150,06,037,482202,2,060374822022,Block Group 2,G5030,S,201328,0,+34.0575765,-118.1145866,0.01772460912500756,1.9659581921141874e-5,15000US060374822022
151,06,037,464000,2,060374640002,Block Group 2,G5030,S,619233,0,+34.1297569,-118.1342473,0.035595323758918634,6.051844154804937e-5,15000US060374640002
152,06,083,000101,1,060830001011,Block Group 1,G5030,S,1178043,0,+34.4454150,-119.7683502,0.057051426882551055,0.0001155567774096841,15000US060830001011
153,06,085,507600,3,060855076003,Block Group 3,G5030,S,1885575,0,+37.2706273,-122.0386635,0.06350843495144526,0.00019155250843117251,15000US060855076003
154,06,085,507701,1,060855077011,Block Group 1,G5030,S,463852,0,+37.3264602,-122.0579450,0.038542533130627,4.7156441887803184e-5,15000US060855077011
155,06,085,507701,2,060855077012,Block Group 2,G5030,S,834824,2520,+37.3187497,-122.0569817,0.04843911678483896,8.511758472844224e-5,15000US060855077012
156,06,067,007421,1,060670074211,Block Group 1,G5030,S,907654,0,+38.7167199,-121.3430959,0.04119331552665709,9.401203378012515e-5,15000US060670074211
157,06,067,007422,2,060670074222,Block Group 2,G5030,S,337477,0,+38.6887296,-121.3393251,0.023967953482160652,3.4941573644741636e-5,15000US060670074222
158,06,067,007423,2,060670074232,Block Group 2,G5030,S,617258,0,+38.6728606,-121.3644214,0.03968711959893765,6.389516773596299e-5,15000US060670074232
159,06,085,504417,1,060855044171,Block Group 1,G5030,S,8591786,8982,+37.4321202,-121.8525519,0.1512654535125496,0.000875605723017462,15000US060855044171
160,06,083,000101,3,060830001013,Block Group 3,G5030,S,711621,0,+34.4461910,-119.7935589,0.036524151691109064,6.980516755032133e-5,15000US060830001013
161,06,083,000102,1,060830001021,Block Group 1,G5030,S,761156,0,+34.4498780,-119.7475178,0.03938976431114805,7.466722975017217e-5,15000US060830001021
162,06,083,000102,4,060830001024,Block Group 4,G5030,S,809839,0,+34.4486316,-119.7554098,0.040543175012926605,7.94418702766731e-5,15000US060830001024
163,06,083,000103,3,060830001033,Block Group 3,G5030,S,2194828,1659,+34.4573355,-119.7743650,0.08146978494131361,0.0002154887352821718,15000US060830001033
164,06,083,000200,1,060830002001,Block Group 1,G5030,S,427489,0,+34.4378513,-119.7297558,0.026993813141496716,4.192978039744035e-5,15000US060830002001
165,06,083,000200,2,060830002002,Block Group 2,G5030,S,540389,0,+34.4312903,-119.7303381,0.033502354716635346,5.29992219867765e-5,15000US060830002002
166,06,085,507701,3,060855077013,Block Group 3,G5030,S,1339885,0,+37.3192836,-122.0418125,0.05288038608639947,0.0001362035103002564,15000US060855077013
167,06,083,002906,1,060830029061,Block Group 1,G5030,S,2469301,134224,+34.4391565,-119.8639743,0.0873449724324271,0.00025536993074117773,15000US060830029061
168,06,083,002906,3,060830029063,Block Group 3,G5030,S,885707,0,+34.4465371,-119.8436531,0.07074020952551198,8.688235079034112e-5,15000US060830029063
169,06,083,002907,2,060830029072,Block Group 2,G5030,S,781804,0,+34.4558323,-119.8147682,0.040058428474316565,7.669840986437541e-5,15000US060830029072
170,06,083,002909,1,060830029091,Block Group 1,G5030,S,958469,0,+34.4369070,-119.8790100,0.04177654826490929,9.400865391739321e-5,15000US060830029091
171,06,083,002909,3,060830029093,Block Group 3,G5030,S,915127,0,+34.4353193,-119.8928861,0.07654051636400605,8.975687002265104e-5,15000US060830029093
172,06,085,505800,3,060855058003,Block Group 3,G5030,S,333947,0,+37.3323298,-121.9458890,0.027366059650161506,3.3952566731757616e-5,15000US060855058003
173,06,085,505800,4,060855058004,Block Group 4,G5030,S,380527,0,+37.3361027,-121.9452664,0.02962756848875762,3.869039511626266e-5,15000US060855058004
174,06,085,505900,1,060855059001,Block Group 1,G5030,S,497065,0,+37.3369735,-121.9534604,0.03303219840458729,5.05398787344092e-5,15000US060855059001
175,06,085,505900,2,060855059002,Block Group 2,G5030,S,282414,0,+37.3300295,-121.9528438,0.021939086121092823,2.8712127647692393e-5,15000US060855059002
176,06,085,505900,3,060855059003,Block Group 3,G5030,S,496615,0,+37.3259910,-121.9555957,0.03309606615992524,5.048690146058168e-5,15000US060855059003
177,06,085,505900,4,060855059004,Block Group 4,G5030,S,487882,0,+37.3260809,-121.9636862,0.030271734262305946,4.959917489473619e-5,15000US060855059004
178,06,085,505900,5,060855059005,Block Group 5,G5030,S,387611,0,+37.3325647,-121.9587406,0.028379040034910763,3.940887349913722e-5,15000US060855059005
179,06,085,506000,1,060855060001,Block Group 1,G5030,S,297509,0,+37.3415273,-121.9561089,0.028972594571148983,3.0251558700077114e-5,15000US060855060001
180,06,085,507702,1,060855077021,Block Group 1,G5030,S,906519,0,+37.3045698,-122.0476173,0.05765278265108667,9.213799989059506e-5,15000US060855077021
181,06,085,507702,2,060855077022,Block Group 2,G5030,S,703935,0,+37.3076247,-122.0543181,0.03711750597027936,7.154625307929914e-5,15000US060855077022
182,06,087,101200,3,060871012003,Block Group 3,G5030,S,2931118,1758378,+36.9520943,-122.0612773,0.12342766859657191,0.00047443399817758216,15000US060871012003
